,base,pser__L_s,gmp_s,so4_s,acnam_s,adn_c,3amp_s,leu__L_s,man6p_c,asp__L_s,pep_s,6pgc_s,cbl1_s,f6p_s,pi_c,pyr_c,arg__L_s,k_s,zn2_s,mg2_s,mn2_s,met__L_c
formation_BSU16570-MONOMER,7.848392881467602e-09,7.049039048489855e-10,7.048133242312172e-10,7.060490717064499e-10,6.939552171142222e-10,6.218841374481152e-10,6.219085422446671e-10,7.057715182548948e-10,7.06077681073241e-10,7.06077681073241e-10,2.975398475888079e-10,7.054477766977111e-10,7.060802520449531e-10,7.060787165497727e-10,7.060832157074867e-10,3.9590138025604127e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU04340-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_CPLX-9084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02140-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38110-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19630-MONOMER,1.0605138212641712e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22880-MONOMER,2.754575867304573e-06,6.662484895035373e-07,6.665758280531434e-07,6.671574122077789e-07,6.598640604107231e-07,6.105453901592952e-07,6.105562899644307e-07,6.670578763894696e-07,6.671711904272156e-07,6.671711904272156e-07,3.54766212135348e-07,6.668144799861762e-07,6.671732529293413e-07,6.671721566921314e-07,6.671761502685276e-07,1.1603847992032605e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15140-MONOMER,1.325642276580214e-12,9.821625800634175e-14,9.82362600598135e-14,9.841768025240431e-14,9.652638536237235e-14,8.632996544610794e-14,8.63334973309749e-14,9.838124801269802e-14,9.842188804844842e-14,9.842188804844842e-14,4.080334818028678e-14,9.833013192466918e-14,9.842219231121668e-14,9.84220305929988e-14,9.842261973014173e-14,5.24107146413518e-15,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06230-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22370-MONOMER,3.4296167712428016e-07,1.451207274703442e-08,1.4965697564369813e-08,1.456227423586932e-08,1.429728857762885e-08,1.5058475689497942e-08,1.505848267561142e-08,1.4543211733341994e-08,1.4547094550015082e-08,1.4547094550015082e-08,6.804800420360246e-09,1.453607113916454e-08,1.4547172810842733e-08,1.4547139221836758e-08,1.4530262040204097e-08,1.1810680870749815e-09,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU35670-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0698327452500132e-39,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU36760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU35740-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18250-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.307663540455293e-42,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU04620-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU04470-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09280-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU35010-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02430-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18470-MONOMER,2.282752982632921e-08,6.819760961721331e-10,6.818884617929368e-10,6.830840151630012e-10,6.713835270741348e-10,6.01656642005833e-10,6.016802530083621e-10,6.828154894560665e-10,6.831116939772962e-10,6.831116939772962e-10,2.8786202249473705e-10,6.825022779646586e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40890-MONOMER,2.754575867304573e-06,6.662484895035373e-07,6.665758280531434e-07,6.671574122077789e-07,6.598640604107231e-07,6.105453901592952e-07,6.105562899644307e-07,6.670578763894696e-07,6.671711904272156e-07,6.671711904272156e-07,3.54766212135348e-07,6.668144799861762e-07,6.671732529293413e-07,6.671721566921314e-07,6.671761502685276e-07,1.1603847992032605e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU10130-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06150-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU26860-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09540-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03060-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30820-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09840-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17660-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29020-MONOMER,0.0,2.6628923042612607e-07,2.694029388339945e-07,2.6955643237806126e-07,2.6082057155501816e-07,2.581952349402127e-07,2.582018667116974e-07,2.70240643106306e-07,2.695986569665046e-07,2.695986569665046e-07,2.3017637901152863e-07,2.710183011594109e-07,2.695986569835583e-07,2.695984435763676e-07,2.695975397140919e-07,2.467728653705102e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00130-MONOMER,9.339471931023693e-09,7.654808063719981e-10,7.655450425828047e-10,7.668958078070006e-10,7.529402198421933e-10,6.722671449961547e-10,6.722927502556018e-10,7.666107960404756e-10,7.669269776615235e-10,7.669269776615235e-10,3.233638167550107e-10,7.662170469510644e-10,7.669300686482895e-10,7.669287626925668e-10,7.66933942772806e-10,4.3733153561473797e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU19520-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16650-MONOMER,1.325642276580214e-12,9.821625800634175e-14,9.82362600598135e-14,9.841768025240431e-14,9.652638536237235e-14,8.632996544610794e-14,8.63334973309749e-14,9.838124801269802e-14,9.842188804844842e-14,9.842188804844842e-14,4.080334818028678e-14,9.833013192466918e-14,9.842219231121668e-14,9.84220305929988e-14,9.842261973014173e-14,5.24107146413518e-15,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31660-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39260-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU09300-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29010-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32680-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31600-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33420-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39450-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22490-MONOMER,1.533083407857859e-08,1.2209509940486937e-09,1.2214163374296179e-09,1.2235835220437737e-09,1.2003252501583868e-09,1.0684000190216358e-09,1.0684400874576075e-09,1.223177185596518e-09,1.2236337075733542e-09,1.2236337075733542e-09,5.164527573705736e-10,1.2225016836546789e-09,1.2236364274213769e-09,1.2236352788592522e-09,1.2236425885746593e-09,7.022980693905997e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU03900-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU29790-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16020-MONOMER,1.325642276580214e-12,9.821625800634175e-14,9.82362600598135e-14,9.841768025240431e-14,9.652638536237235e-14,8.632996544610794e-14,8.63334973309749e-14,9.838124801269802e-14,9.842188804844842e-14,9.842188804844842e-14,4.080334818028678e-14,9.833013192466918e-14,9.842219231121668e-14,9.84220305929988e-14,9.842261973014173e-14,5.24107146413518e-15,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40850-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31060-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02460-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13550-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14870-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37100-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU24310-MONOMER,6.935626835752686e-08,4.210846938854778e-09,4.217182517204209e-09,4.214583464616815e-09,4.142763986042133e-09,4.491399457430098e-09,4.491416205350668e-09,4.223606671823094e-09,4.224292627488849e-09,4.224292627488849e-09,2.285181921270907e-09,4.219688512977368e-09,4.2243190552645855e-09,4.224314927174878e-09,4.224332864977364e-09,4.759367639023403e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39780-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU27320-MONOMER,2.5596910065910298e-11,3.660607106695629e-12,3.663741454434493e-12,3.668096240644743e-12,3.6126866460639395e-12,3.325503572316251e-12,3.325588615304487e-12,3.667549075746824e-12,3.668198553166077e-12,3.668198553166077e-12,1.826800558922951e-12,3.665814562612359e-12,3.668218291052236e-12,3.6682050423511996e-12,3.66822811517283e-12,5.034507901786677e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06310-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU39760-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01010-MONOMER,2.5596910065910298e-11,3.660607106695629e-12,3.663741454434493e-12,3.668096240644743e-12,3.6126866460639395e-12,3.325503572316251e-12,3.325588615304487e-12,3.667549075746824e-12,3.668198553166077e-12,3.668198553166077e-12,1.826800558922951e-12,3.665814562612359e-12,3.668218291052236e-12,3.6682050423511996e-12,3.66822811517283e-12,5.034507901786677e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01580-MONOMER,0.0,9.506283899078335e-12,9.58390138009695e-12,0.0,8.348118163418241e-12,4.8010098224318854e-11,4.800225579069665e-11,9.603260362058459e-12,9.587138288660309e-12,9.587138288660309e-12,5.506008549828826e-12,8.170633097876538e-12,7.214317112519518e-10,0.0,0.0,1.6987031897354114e-12,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16630-MONOMER,9.969588069620608e-10,1.1760025706939562e-10,1.17630556394172e-10,1.178395014486978e-10,1.1567703259314816e-10,1.0583304399384033e-10,1.0583768693028362e-10,1.1779901662928248e-10,1.178443695958847e-10,1.178443695958847e-10,5.041786629477807e-11,1.1774704766835076e-10,1.1784460887132574e-10,1.178445239871986e-10,1.1784518221547797e-10,6.483484914429065e-12,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32510-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU16040-MONOMER,2.754575867304573e-06,6.662484895035373e-07,6.665758280531434e-07,6.671574122077789e-07,6.598640604107231e-07,6.105453901592952e-07,6.105562899644307e-07,6.670578763894696e-07,6.671711904272156e-07,6.671711904272156e-07,3.54766212135348e-07,6.668144799861762e-07,6.671732529293413e-07,6.671721566921314e-07,6.671761502685276e-07,1.1603847992032605e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14180-MONOMER,4.9130177968483784e-08,3.912738166818065e-09,3.914229436177846e-09,3.921174535527189e-09,3.846639579952587e-09,3.4238634902068645e-09,3.4239918960965976e-09,3.919872363586221e-09,3.921335363306493e-09,3.921335363306493e-09,1.6550577582327454e-09,3.917707606571013e-09,3.921344079506584e-09,3.921340398750449e-09,3.921363823935082e-09,2.2506296108373125e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01780-MONOMER,2.5609439962068186e-08,1.4020201199326781e-08,1.9522137521847508e-08,1.9549199097061998e-08,0.0,1.630529097924947e-08,1.630650687088491e-08,2.0266447371009806e-08,1.956160725607701e-08,1.956160725607701e-08,1.2150994812316323e-08,1.9545328170406114e-08,1.9561601625990172e-08,1.9559921526882064e-08,1.9561640527262364e-08,1.9923157402921673e-09,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU32100-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU36000-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40320-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38550-MONOMER,5.640578097484822e-07,2.4388950192825652e-08,2.0102037200892447e-08,1.987822506799522e-08,3.062309073205982e-08,2.5135645476720896e-08,2.5134537946861313e-08,1.9861206406737295e-08,1.986469266674162e-08,1.986469266674162e-08,8.083320803150006e-09,1.98452801444388e-08,1.9864810599819475e-08,1.9866166074501806e-08,1.9854647621721913e-08,1.4687577500252293e-09,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25160-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25500-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37070-MONOMER,2.754575867304573e-06,6.662484895035373e-07,6.665758280531434e-07,6.671574122077789e-07,6.598640604107231e-07,6.105453901592952e-07,6.105562899644307e-07,6.670578763894696e-07,6.671711904272156e-07,6.671711904272156e-07,3.54766212135348e-07,6.668144799861762e-07,6.671732529293413e-07,6.671721566921314e-07,6.671761502685276e-07,1.1603847992032605e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38860-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU23920-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU06730-MONOMER,1.325642276580214e-12,9.821625800634175e-14,9.82362600598135e-14,9.841768025240431e-14,9.652638536237235e-14,8.632996544610794e-14,8.63334973309749e-14,9.838124801269802e-14,9.842188804844842e-14,9.842188804844842e-14,4.080334818028678e-14,9.833013192466918e-14,9.842219231121668e-14,9.84220305929988e-14,9.842261973014173e-14,5.24107146413518e-15,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30980-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU40070-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU02290-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU30950-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU15560-MONOMER,7.274833111902029e-08,2.618343101608853e-09,2.623035502638696e-09,2.6265461945122847e-09,2.5751573622497806e-09,2.404626539812815e-09,2.4047071536106864e-09,2.6263187131459733e-09,2.6266351147499774e-09,2.6266351147499774e-09,1.3012844884551765e-09,2.6250883781709303e-09,2.6266736352063925e-09,2.6266539626837243e-09,2.626666172305562e-09,3.221294211098891e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU25020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU17150-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU31980-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU13130-MONOMER,2.0951136565420175e-08,1.8817276605586312e-09,1.8814858573102837e-09,1.884784661856003e-09,1.8525003454372362e-09,1.6601079594664246e-09,1.660173107609889e-09,1.8840437381591953e-09,1.8848610340203102e-09,1.8848610340203102e-09,7.942770035388105e-10,1.8831795161867615e-09,1.8848678971807378e-09,1.8848637982053547e-09,1.884875808621897e-09,1.056851257251488e-10,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU11880-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU20020-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU36010-MONOMER,1.3048162594308697e-07,1.0154357000415611e-09,1.0157735629432654e-09,1.017574396447461e-09,9.984067405868565e-10,8.963444989423118e-10,8.963797519538884e-10,1.0172284871076047e-09,1.0176162507776624e-09,1.0176162507776624e-09,4.298373251961097e-10,1.016700373480132e-09,1.0176209296908545e-09,1.0176179389713715e-09,1.0176245911741488e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01400-MONOMER,2.754575867304573e-06,6.662484895035373e-07,6.665758280531434e-07,6.671574122077789e-07,6.598640604107231e-07,6.105453901592952e-07,6.105562899644307e-07,6.670578763894696e-07,6.671711904272156e-07,6.671711904272156e-07,3.54766212135348e-07,6.668144799861762e-07,6.671732529293413e-07,6.671721566921314e-07,6.671761502685276e-07,1.1603847992032605e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37790-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU12910-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU34890-MONOMER,9.00224909967985e-09,1.2638858372021277e-09,1.2637402171907966e-09,1.2659637934209899e-09,1.244128072144553e-09,1.1261326035623833e-09,1.1261791797126581e-09,1.26547596387501e-09,1.2660154995774041e-09,1.2660154995774041e-09,5.371991440260332e-10,1.2649350140400397e-09,1.26601928852044e-09,1.266017038651488e-09,1.2660227089736467e-09,6.9994858041037e-11,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU33440-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01170-MONOMER,2.754575867304573e-06,6.662484895035373e-07,6.665758280531434e-07,6.671574122077789e-07,6.598640604107231e-07,6.105453901592952e-07,6.105562899644307e-07,6.670578763894696e-07,6.671711904272156e-07,6.671711904272156e-07,3.54766212135348e-07,6.668144799861762e-07,6.671732529293413e-07,6.671721566921314e-07,6.671761502685276e-07,1.1603847992032605e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU37010-MONOMER,2.23635004252129e-11,4.526653439443384e-12,4.524536163969587e-12,4.532438582736062e-12,4.464847222337008e-12,4.14697694622027e-12,4.1471754810240554e-12,4.530526724334202e-12,4.532625057910542e-12,4.532625057910542e-12,1.939337559214243e-12,4.5296412922465954e-12,4.5327654615345745e-12,4.532766103935576e-12,4.532785451168596e-12,2.3684487683609647e-13,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU22070-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU00990-MONOMER,2.754575867304573e-06,6.662484895035373e-07,6.665758280531434e-07,6.671574122077789e-07,6.598640604107231e-07,6.105453901592952e-07,6.105562899644307e-07,6.670578763894696e-07,6.671711904272156e-07,6.671711904272156e-07,3.54766212135348e-07,6.668144799861762e-07,6.671732529293413e-07,6.671721566921314e-07,6.671761502685276e-07,1.1603847992032605e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU01320-MONOMER,2.754575867304573e-06,6.662484895035373e-07,6.665758280531434e-07,6.671574122077789e-07,6.598640604107231e-07,6.105453901592952e-07,6.105562899644307e-07,6.670578763894696e-07,6.671711904272156e-07,6.671711904272156e-07,3.54766212135348e-07,6.668144799861762e-07,6.671732529293413e-07,6.671721566921314e-07,6.671761502685276e-07,1.1603847992032605e-07,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU38560-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU18480-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formation_BSU14530-MONOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
