,flux
BLACT,0.0
BTDD_RR,-0.0
BTDt6_RR,-0.0
BTS_1,0.0
BUTKr,-5.365257370022494e-12
BUTSabc,0.0
CA2abc1,0.0
CAT,-4.146888268324432e-11
CAt4,1.0096320880552676e-13
CBL2abc,0.0
CBPS,0.0
CD2abc1,0.0
CD2t4,0.0
CDGPT_BS,-6.552370493463203e-13
CDPDSP_BS,-1.7640997482400929e-12
CDPMEK,-5.4760546084074367e-14
CELBpts,0.0
CHCOAL,-0.0
CHLabc,-0.0
CHOLD2,-0.0
CHOLSabc_1,0.0
CHORM,-9.033545287581676e-12
CHORS,-9.041368222736546e-12
CHORt2,0.0
CITRt2r,0.0
CITt10,999952.9999999901
CITt11,0.0
CITt12,0.0
CITt13,0.0
CITt14,0.0
CITt15,46.00000001000031
CITt2r,-999999.0
CLPNS2_BS,-1.5750890609286546e-14
CMPDAi,9.514892504601484e-12
CMPt6,0.0
CO2t,-3.9999999995641673
CPPPGO,-3.645911116398788e-13
CRNabc,0.0
CRO4t3,0.0
CS,2.0000000000482037
CSNt2,0.0
CTBTabc,0.0
CTPS1,7.701177450942134e-12
CTPS2,0.0
CYOO3,11.99999999982245
CYOR3m,11.99999999982245
CYSGLYt2ir,-0.0
CYSS_2,0.0
CYSTGL,3.5699708583760257e-12
CYSTL,0.0
CYSTS,3.5699708583760257e-12
CYSTabc,0.0
CYSabc,0.0
CYTB_B2,0.0
CYTB_B3,0.0
CYTD,7.21359288124124e-13
CYTDK1,0.0
CYTDK2,0.0
CYTDt2,0.0
CYTK1,-2.647691104494348e-11
CYTK2,0.0
CYTOM,-7.213592881241063e-13
Cut1,0.0
D4DGCD,-0.0
DAAOP,0.0
DADK,-7.239739359652488e-13
DADNK,-7.239739359652488e-13
DADNt2,0.0
DAGK_BS,0.0
DALAOX,0.0
DALAt2r,0.0
DAPDC,-1.0247308917933296e-11
DAPE,-1.3454725776264754e-11
DB4PS,0.0
DBTS,0.0
DCMPDA,0.0
DCYTD,0.0
DCYTt2,0.0
DDGLCNt2r,0.0
DDGLK,0.0
DDPA,-9.041368222736546e-12
DEXTRINt2,0.0
DGK1,-5.480679896407347e-13
DGNSK,0.0
DHAD1,-4.5224176453695906e-11
DHAD2,1.6144631372737717e-11
DHAD3,0.0
DHAt,0.0
DHBD,-0.0
DHBS,0.0
DHDPRy,-1.3454725776264754e-11
DHDPS,-1.3454725776264754e-11
DHFR,-1.1561153707215762e-14
DHFS,0.0
DHNAOT7,-7.822935154867766e-15
DHNPA_1,0.0
DHORDi,-3.842429764135436e-12
DHORTS,3.842429764135436e-12
DHPPDA,-0.0
DHQS,-9.041368222736546e-12
DHQTi,-9.041368222736546e-12
DINSK,0.0
DIPEPabc1,0.0
DIPEPabc10,0.0
DIPEPabc11,0.0
DIPEPabc12,0.0
DIPEPabc13,0.0
DIPEPabc14,0.0
DIPEPabc15,0.0
DIPEPabc2,-0.0
DIPEPabc3,0.0
DIPEPabc4,-0.0
DIPEPabc5,-0.0
DIPEPabc6,-0.0
DIPEPabc7,0.0
DIPEPabc8,0.0
DIPEPabc9,0.0
DJENKabc,0.0
DKI,0.0
DKII,0.0
DKMD2K,0.0
DKMD3M,-0.0
DM1PE,0.0
DMATT,-7.822935154867766e-15
DMPPS,-5.4760546084074367e-14
DPCOAK,0.0
DPR,0.0
DRBK,0.0
DRIBabc,0.0
DRPA,1.9934012137300703e-12
DSERt2,0.0
DTMPK,-7.213592881241053e-13
DTMPt6,0.0
DURIK1,-0.0
DURIPP,-1.6963664905872638e-26
DUTPDP,0.0
DXPRIi,-5.4760546084074367e-14
DXPS,-5.4760546084074367e-14
ECOAH1_1,5.365257370022373e-12
ECOAH2,-1.2076513825847426e-25
ECOAH2c,-2.4647874499129532e-11
ECOAH3,-1.2076513825847426e-25
ECOAH4,-1.2076513825847426e-25
ECOAH5_1,-1.2076513825847426e-25
ECOAH6,-1.2076513825847426e-25
ECOAH7,-1.2076513825847426e-25
ECOAH9ir,2.4647874499129532e-11
ECTOINEabc,0.0
EDA,0.0
ENO,-8.217325824839163e-11
ETHAAL,0.0
ETHAt6,0.0
ETHSabc,-0.0
ETOHt3,-2.0
EX_2ddglcn_e,0.0
EX_2hxmp_e,0.0
EX_2pg_e,0.0
EX_2pglyc_e,0.0
EX_3amba_e,0.0
EX_3amp_e,0.0
EX_3cmp_e,0.0
EX_3gmp_e,0.0
EX_3pg_e,0.0
EX_3ump_e,0.0
EX_4abut_e,0.0
EX_5mtr_e,0.0
EX_6pgc_e,0.0
EX_L_alagly_e,0.0
EX_Larab_e,0.0
EX_Lcyst_e,0.0
EX_abt__L_e,0.0
EX_ac_e,0.0
EX_acac_e,0.0
EX_acgam_e,0.0
EX_acmana_e,0.0
EX_acnam_e,0.0
EX_actn__R_e,0.0
EX_ade_e,0.0
EX_adn_e,0.0
EX_akg_e,0.0
EX_ala_B_e,0.0
EX_ala_L_Thr__L_e,0.0
EX_ala_L_asp__L_e,0.0
EX_ala_L_gln__L_e,0.0
EX_ala_L_glu__L_e,0.0
EX_ala_L_his__L_e,0.0
EX_ala_L_leu__L_e,0.0
EX_ala__D_e,0.0
EX_ala__L_e,0.0
EX_alaala_e,0.0
EX_alltn_e,0.0
EX_amp_e,0.0
EX_amylase_e,0.0
EX_antim_e,0.0
EX_arab__D_e,0.0
EX_arab__L_e,0.0
EX_arbt_e,0.0
EX_arg__L_e,0.0
EX_argp_e,0.0
EX_arsenb_e,0.0
EX_arsna_e,0.0
EX_arsni2_e,0.0
EX_asn__L_e,0.0
EX_asp__L_e,0.0
EX_bilea_e,0.0
EX_btd_RR_e,0.0
EX_buts_e,0.0
EX_ca2_e,1.0096320880552676e-13
EX_cbl2_e,0.0
EX_cd2_e,0.0
EX_cellb_e,0.0
EX_cgly_e,-1.6155871338926322e-26
EX_chitob_e,0.0
EX_chol_e,0.0
EX_chols_e,0.0
EX_chor_e,0.0
EX_cit_e,0.0
EX_citr__L_e,0.0
EX_cmp_e,0.0
EX_co2_e,3.9999999995641673
EX_cobalt2_e,0.0
EX_crn_e,0.0
EX_cro4_e,0.0
EX_csn_e,0.0
EX_ctbt_e,0.0
EX_cu2_e,0.0
EX_cys__D_e,0.0
EX_cys__L_e,0.0
EX_cyst__L_e,0.0
EX_cytd_e,0.0
EX_dad_2_e,0.0
EX_dcyt_e,0.0
EX_dextrin_e,0.0
EX_dha_e,0.0
EX_diact_e,0.0
EX_djenk_e,0.0
EX_drib_e,0.0
EX_dtmp_e,0.0
EX_ectoine_e,0.0
EX_etha_e,0.0
EX_eths_e,0.0
EX_etoh_e,-2.0
EX_f6p_e,0.0
EX_fe2_e,0.0
EX_fe3_e,1.0868114520407717e-13
EX_ferrich_e,0.0
EX_ferxa_e,0.0
EX_fol_e,1.156115370721657e-14
EX_for_e,0.0
EX_fru_e,0.0
EX_fum_e,0.0
EX_g1p_e,0.0
EX_g6p_e,0.0
EX_gal_e,0.0
EX_galctr__D_e,0.0
EX_galt_e,0.0
EX_galur_e,0.0
EX_gam6p_e,0.0
EX_gam_e,0.0
EX_gbbtn_e,0.0
EX_glc__D_e,0.0
EX_glcn__D_e,0.0
EX_glcr_e,0.0
EX_glcur_e,0.0
EX_gln__L_e,0.0
EX_glu__D_e,0.0
EX_glu__L_e,0.0
EX_glx_e,0.0
EX_gly_asn__L_e,0.0
EX_gly_asp__L_e,0.0
EX_gly_e,0.0
EX_gly_gln__L_e,0.0
EX_gly_glu__L_e,0.0
EX_gly_met__L_e,0.0
EX_gly_pro__L_e,0.0
EX_glyb_e,0.0
EX_glyc3p_e,0.0
EX_glyc_e,0.0
EX_glyclt_e,0.0
EX_glycogen_e,0.0
EX_gmp_e,0.0
EX_gsn_e,0.0
EX_gthox_e,0.0
EX_gthrd_e,0.0
EX_gua_e,0.0
EX_h2o2_e,-8.077935669463161e-27
EX_h2o_e,6.0000000006659375
EX_h_e,4.54366542835417e-10
EX_hexs_e,0.0
EX_hg2_e,0.0
EX_his__L_e,0.0
EX_hqn_e,0.0
EX_hxan_e,0.0
EX_icit_e,0.0
EX_ile__L_e,0.0
EX_inost_e,0.0
EX_ins_e,0.0
EX_istnt_e,0.0
EX_k_e,2.225008609605388e-11
EX_lac__L_e,0.0
EX_lanth_e,0.0
EX_lcts_e,0.0
EX_leu__L_e,0.0
EX_lipt_e,0.0
EX_lys__L_e,0.0
EX_madg_e,0.0
EX_mal__D_e,0.0
EX_mal__L_e,0.0
EX_malt_e,0.0
EX_malttr_e,0.0
EX_man1p_e,0.0
EX_man6p_e,0.0
EX_man_e,0.0
EX_mbdg_e,0.0
EX_melib_e,0.0
EX_meoh_e,0.0
EX_met_L_ala__L_e,0.0
EX_met__D_e,0.0
EX_met__L_e,0.0
EX_metox__R_e,0.0
EX_metox_e,0.0
EX_mg2_e,3.2041721748674327e-12
EX_mn2_e,0.0
EX_mnl_e,0.0
EX_mobd_e,0.0
EX_mops_e,0.0
EX_mso3_e,0.0
EX_na1_e,0.0
EX_nac_e,0.0
EX_nh4_e,-2.871844620489047e-10
EX_ni2_e,0.0
EX_no2_e,0.0
EX_no3_e,0.0
EX_o2_e,-5.999999999864573
EX_orn__L_e,0.0
EX_pala_e,0.0
EX_pep_e,0.0
EX_phe__L_e,0.0
EX_pi_e,-2.6603180119828704e-10
EX_pnto__R_e,0.0
EX_ppa_e,0.0
EX_ppi_e,0.0
EX_pro__L_e,0.0
EX_prolb_e,0.0
EX_pser__D_e,0.0
EX_pser__L_e,0.0
EX_pur_e,0.0
EX_pyr_e,0.0
EX_raffin_e,0.0
EX_rib__D_e,0.0
EX_ribflv_e,0.0
EX_rmn_e,0.0
EX_salcn_e,0.0
EX_sbt__D_e,0.0
EX_ser__D_e,0.0
EX_ser__L_e,0.0
EX_so4_e,0.0
EX_spmd_e,0.0
EX_srb__L_e,0.0
EX_starch_e,0.0
EX_subtilisin_e,0.0
EX_succ_e,0.0
EX_sucr_e,0.0
EX_sula_e,0.0
EX_taur_e,0.0
EX_thiog_e,0.0
EX_thr__L_e,0.0
EX_thym_e,0.0
EX_thymd_e,0.0
EX_tmp_e,0.0
EX_tre_e,0.0
EX_trp__L_e,0.0
EX_tyr__L_e,0.0
EX_ump_e,0.0
EX_ura_e,0.0
EX_urate_e,0.0
EX_urea_e,0.0
EX_uri_e,0.0
EX_val__L_e,0.0
EX_xan_e,0.0
EX_xtsn_e,0.0
EX_xyl__D_e,0.0
EX_zn2_e,0.0
F6Pt6_2,0.0
FACOAL140,0.0
FACOAL140_ISO,-0.0
FACOAL150_ISO,-0.0
FACOAL150_anteiso,-0.0
FACOAL160,1.2076513825847426e-25
FACOAL160_ISO,0.0
FACOAL161,-0.0
FACOAL161_ISO,-0.0
FACOAL170_ISO,-0.0
FACOAL170_anteiso,-0.0
FACOAL171_ISO,-0.0
FACOAL171_anteiso,-0.0
FACOAL180_2,-0.0
FACOAL181,-0.0
FBA,-2.667069804825422e-11
FBA2,0.0
FBP,0.0
FCLT_2,0.0
FDH,0.0
FDMO1,0.0
FDMO2_1,-5.365257370022494e-12
FDMO3_1,0.0
FDMO4_1,0.0
FDMO5_1,-0.0
FDMO6_1,0.0
FDMO_1,0.0
FE2abc,0.0
FE3t,-1.0868114520407717e-13
FEDCabc,0.0
FERRICHabc,0.0
FERXAabc,0.0
FFSD,0.0
FGLU_1,0.0
FLVR_1,-0.0
FMETDF,0.0
FMETTRS_1,0.0
FMNAT,-0.0
FMNRy,-5.365257370022494e-12
FOLD3,0.0
FOLR2,-1.156115370721657e-14
FOLt,-1.156115370721657e-14
FORAMD,0.0
FORt2,0.0
FRTT,-7.822935154867766e-15
FRUK,0.0
FRUpts,0.0
FTHFD,0.0
FUM,2.00000000004897
FUMt2r,0.0
G1Dx,-0.0
G1PACT,-1.0300263412161671e-11
G1PPDM,-0.0
G1Pt6_2,0.0
G1SAT,0.0
G3PCT,-1.4520746052701266e-11
G3PD1ir,-1.5160232211436652e-11
G3PD4,0.0
G3POA_BS,0.0
G5SADs,6.080505312590196e-12
G5SD,0.0
G6PDA,1.0300263412161671e-11
G6PDH2r,0.0
G6PI,-0.0
G6Pt6_2,0.0
GALCTD_1,0.0
GALCTRt2,0.0
GALKr,0.0
GALS1,0.0
GALS2,0.0
GALS3,0.0
GALS4,0.0
GALT,0.0
GALTpts,0.0
GALURt2r,0.0
GALUi,-7.92632068131127e-12
GALt2,0.0
GAM6Pt,0.0
GAMpts,0.0
GAPD,4.000000000068935
GAPDi_nadp,4.000000000124707
GARFT,0.0
GART,0.0
GBBTNabc,0.0
GBEZY,0.0
GCALDD,0.0
GF6PTA,0.0
GGTAe2,-1.6155871338926322e-26
GGTT,-7.822935154867766e-15
GHMT2r,-6.15645610710819e-12
GK1,999999.0
GK2,-999999.0
GLCNt2ir,0.0
GLCP,0.0
GLCRAL_1,0.0
GLCRD_1,0.0
GLCRt2r,0.0
GLCS1,-0.0
GLCURt2r,0.0
GLCpts,0.0
GLCt2,0.0
GLGC,-0.0
GLNS,-1.8016560002032464e-11
GLNabc,0.0
GLTPD,0.0
GLU5K,-0.0
GLUDxi,0.0
GLUN,0.0
GLUPRT,0.0
GLUR,3.207416858331457e-12
GLUSy,0.0
GLUTRR,0.0
GLUTRS,0.0
GLU_Dt2,0.0
GLUt2r,-3.2311742677852644e-26
GLUt4,-0.0
GLXCBL,-3.927391732238716e-11
GLXO1,0.0
GLXt2,0.0
GLY3Pt2,0.0
GLYALDDr,0.0
GLYAT,6.7053431430605334e-12
GLYBabc,0.0
GLYBt2r,0.0
GLYCK,-3.927391732238716e-11
GLYCLTt2r,-0.0
GLYCOGENt,0.0
GLYCTO1,0.0
GLYCt,0.0
GLYK,-1.5750890609286546e-14
GLYO1,0.0
GLYt2r,0.0
GMPR,0.0
GMPS2,-2.5787655962773155e-12
GMPt6,0.0
GND,0.0
GNKr,0.0
GPDDA1,0.0
GPDDA2,0.0
GPDDA4,0.0
GRTT,-7.822935154867766e-15
GSNt2,0.0
GTHPe,8.077935669463161e-27
GTPCI,0.0
GTPCII,-0.0
GTPDPK,-0.0
GUAD,0.0
GUAPRT,5.480679896407347e-13
GUAt2r,0.0
GUI1,0.0
GUI2,0.0
H2Ot,-6.0000000006659375
HACD1_1,5.365257370022373e-12
HACD2,-1.2076513825847426e-25
HACD3,-1.2076513825847426e-25
HACD4,-1.2076513825847426e-25
HACD5,-1.2076513825847426e-25
HACD6,-1.2076513825847426e-25
HACD7,-1.2076513825847426e-25
HACD9,2.4647874499129532e-11
HACOADr,-2.4647874499129532e-11
HCO3E,8.43336483891954e-25
HEMEAS,-0.0
HEMECS,-0.0
HEMEDS,-0.0
HEMEOS_1,-0.0
HETZK,0.0
HEX1,0.0
HEX7,0.0
HEXSabc,0.0
HEXTT,-7.822935154867766e-15
HGt,0.0
HIBD,0.0
HIBHr,-2.4647874499129532e-11
HISDr,-0.0
HISTD,-2.574924095024946e-12
HISTP,-2.574924095024946e-12
HISt2r,0.0
HKM1PP,0.0
HMBS,0.0
HMGCOAS,0.0
HMGL,0.0
HMPK1,0.0
HOXPRx,3.927391732238716e-11
HP5CD_1,0.0
HPPK,0.0
HQNt6,0.0
HSDy,-2.5849394142282115e-25
HSK,2.5849394142282115e-25
HSST,-0.0
HSTPTr,-2.574924095024946e-12
HXAD,0.0
HXAND,-8.11266002410517e-11
HXANt2r,0.0
HXPRT,8.11266002410517e-11
ICDHyr,2.000000000028873
ICHORS,-7.822935154867766e-15
ICHORT,-0.0
ICITt10,0.0
ICITt2,0.0
IG3PS_1,-2.574924095024946e-12
IGPDH_1,-2.574924095024946e-12
IGPS,-1.7116807842923877e-12
ILEDHr,-0.0
ILETA,8.502488259798972e-12
ILEt2r,0.0
IMPC,2.574924095024946e-12
IMPD,0.0
INS2D,0.0
INSCR,0.0
INSTt2,0.0
INSt2,0.0
IPDDI,4.69376109292066e-14
IPDPS,0.0
IPDPUPT,0.0
IPMD,-2.869735462984478e-11
IPPMIa,2.869735462984478e-11
IPPMIb,2.869735462984478e-11
IPPS,-2.869735462984478e-11
ISOMS,-0.0
ISTNTabc,0.0
ITCY,0.0
IZPN_1,0.0
KARA1,4.5224176453695906e-11
KARA2,1.6144631372737717e-11
KAS1,0.0
KAS10,-0.0
KAS11,-0.0
KAS12,-0.0
KAS13,0.0
KAS17,0.0
KAS2,0.0
KAS3,-0.0
KAS4,-0.0
KAS5,-0.0
KAS6,0.0
KAS7,-0.0
KAS8,1.2076513825847426e-25
KAS9,-0.0
Kt1,-46.00000001002256
Kt2r,0.0
Kt3r,0.0
LAAF,0.0
LAAL1,0.0
LAAL10,0.0
LAAL11,-0.0
LAAL12,-0.0
LAAL13,0.0
LAAL14,-0.0
LAAL15,0.0
LAAL16,0.0
LAAL17,-0.0
LAAL18,-0.0
LAAL19,0.0
LAAL2,0.0
LAAL20,0.0
LAAL21,0.0
LAAL22,0.0
LAAL23,0.0
LAAL24,-0.0
LAAL25,-0.0
LAAL26,-0.0
LAAL27,0.0
LAAL28,0.0
LAAL29,-0.0
LAAL3,0.0
LAAL30,-0.0
LAAL31,-0.0
LAAL32,0.0
LAAL33,-0.0
LAAL34,-0.0
LAAL35,-0.0
LAAL36,0.0
LAAL37,-0.0
LAAL38,0.0
LAAL39,-0.0
LAAL4,0.0
LAAL40,0.0
LAAL41,-0.0
LAAL42,0.0
LAAL5,-0.0
LAAL6,-0.0
LAAL7,-0.0
LAAL8,-0.0
LAAL9,-0.0
LACZ,0.0
LANTHabc,0.0
LCADi,0.0
LCTSabc,0.0
LCYSTabc,0.0
LDH2,0.0
LDH_L,0.0
LEUTA,-999999.0
LEUt2r,0.0
LIPO1S24_BS,-2.2051246853001162e-16
LIPO2S24_BS,-1.8901068731143857e-16
LIPO3S24_BS,-5.670320619343156e-16
LIPO4S24_BS,-4.725267182785964e-16
LIPTabc,0.0
LLEUDr,999999.0
LYSAM,-0.0
LYSDC,0.0
LYSLG_BS,-6.93039186808608e-14
LYSt3r,-0.0
L_LACt2r,0.0
M1PD,0.0
MACCOAT,2.4647874499129532e-11
MAL6PG,0.0
MALDDH,0.0
MALT,0.0
MALTATr,0.0
MALTTRabc,0.0
MALTabc,-0.0
MALTpts,0.0
MAL_Dt2,0.0
MALt10,0.0
MALt2r,0.0
MALt4,0.0
MAN1Pt6,0.0
MAN6PI,0.0
MAN6Pt6,0.0
MANAO,0.0
MANpts,0.0
MANt2,0.0
MCA,0.0
MCITL2,0.0
MCITS,0.0
MCSNAH,-7.213592881241063e-13
MDH,2.00000000004897
MDRPD,0.0
ME2,0.0
MECDPDH2,-5.4760546084074367e-14
MECDPS,-5.4760546084074367e-14
MELIBt2,0.0
MEPCT,-5.4760546084074367e-14
METAT,-0.0
METDabc,0.0
METS,-3.5699708583760257e-12
METSR_R1,5.475009575788121e-13
METSR_R2,5.475009575788121e-13
METSR_S1,0.0
METSR_S2,0.0
METSRabc,0.0
METSabc,0.0
METTRS,0.0
METabc,1.1309109937248425e-26
METt3,0.0
MGSA,-0.0
MGt5,999952.9999999901
MI1PP,0.0
MLTG1,0.0
MLTG2,0.0
MLTG3,0.0
MLTG4,0.0
MLTG5,0.0
MLTG6,0.0
MLTG7,0.0
MMSAD1,0.0
MMSAD2,0.0
MMSAD3,0.0
MMSDHir,-2.4647874499129532e-11
MNLpts,0.0
MNNH,0.0
MNabc,0.0
MNt2,0.0
MOBDabc,0.0
MOHMT,-0.0
MOPSabc,0.0
MPL,0.0
MSO3abc,0.0
MTAN,0.0
MTHFC,-2.586485248732162e-12
MTHFD,-2.586485248732162e-12
MTHFR3,-3.5699708583760257e-12
MTRI,0.0
MTRK,0.0
NACt,-5.455938910927707e-13
NADH4,9.999999999855874
NADK,-3.622704840123966e-14
NADK1,0.0
NADK2,0.0
NADK3,0.0
NADK4,0.0
NADK5,0.0
NADS1,-5.455938910927707e-13
NAPRT,-5.455938910927707e-13
NAabcO,0.0
NAt3_1,0.0
NDPK1,7.657755402240243e-11
NDPK2,-1.183276206488281e-11
NDPK3,-2.5921503140278805e-11
NDPK4,-7.213592881241053e-13
NDPK5,-5.480679896407347e-13
NDPK6,-0.0
NDPK7,-5.475009575788004e-13
NDPK8,-999999.0
NDPK9,0.0
NH4t,2.871844620489047e-10
NMNAT,0.0
NMNHYD,-0.0
NNAM,0.0
NNATr,-5.455938910927707e-13
NNDPR,0.0
NO2t2r,0.0
NO2t3,-0.0
NO3t2,0.0
NPHS,-7.822935154867766e-15
NTD1,0.0
NTD10,2.5787655962773155e-12
NTD2,-7.213592881240978e-13
NTD3,0.0
NTD4,0.0
NTD5,0.0
NTD6,0.0
NTD7,-7.239739359652488e-13
NTD8,5.480679896407347e-13
NTD9,0.0
NTR3B,0.0
NTRIR2x,0.0
O2t,5.999999999864573
OCBT_1,3.842429764135436e-12
OCOAT1,5.169878828456423e-26
OIVD1r,-0.0
OIVD2,-2.4647874499129532e-11
OIVD3,2.4647119632536702e-11
OMCDC,-2.869735462984478e-11
OMPDC,-3.842429764135436e-12
ORNTAC_1,-0.0
ORNTA_1,6.080505312590196e-12
ORNt2,0.0
ORPT,3.842429764135436e-12
OXADC,0.0
OXGDC,-3.360421238496675e-25
P5CD,1.1141014451104214e-11
P5CR,-5.0605091385140185e-12
PALAt2,0.0
PANTS,0.0
PAPPT3,-3.207416858331457e-12
PAPSR,0.0
PAP_BS,-9.702548615320513e-13
PBUTT,5.365257370022494e-12
PC,0.0
PDH,0.0
PENCAC,0.0
PEPt6,0.0
PFK,-2.667069804825422e-11
PFK_2,0.0
PGAMT,1.0300263412161671e-11
PGCD,-1.2873360403875882e-11
PGI,7.92632068131127e-12
PGK,5.5772701329880385e-11
PGL,1.6026624368214911e-24
PGLYCP,0.0
PGM,8.217325824839163e-11
PGMT,7.92632068131127e-12
PGMT_B,-0.0
PGPPH_BS,-6.552370493463203e-13
PHCYT_BS,-2.4193367975864136e-12
PHETA1,5.5423918858145315e-12
PHEt2r,0.0
PHYT3,-0.0
PIabc,0.0
PIt2r,2.6603180119828704e-10
PIt7,0.0
PMANM,0.0
PMDPHT,-0.0
PMPK,-0.0
PNP,-0.0
PNTEH,1.2924697071141057e-26
PNTK,1.2924697071141057e-26
PNTOt2,-0.0
PPA,0.0
PPAKr,-0.0
PPAt6,0.0
PPBNGS,0.0
PPCDC,1.2924697071141057e-26
PPCK,-5.5005613905119554e-11
PPCOAC,-0.0
PPIabc,0.0
PPM,1.1334323721879883e-12
PPM2,1.9934012137300703e-12
PPNCL,1.2924697071141057e-26
PPND,-3.4911534017671446e-12
PPNDH,-5.5423918858145315e-12
PPPGO,-0.0
PPS,0.0
PPTGS_BS,-3.207416858331457e-12
PPTT,-7.822935154867766e-15
PRAGSr,0.0
PRAIS_1,0.0
PRAIi,-1.7116807842923877e-12
PRAMPC_1,-2.574924095024946e-12
PRASCSi,0.0
PRATPP,-2.574924095024946e-12
PRFGS_1,0.0
PRMICI,-2.574924095024946e-12
PRO1x,0.0
PROLBabc,0.0
PROt2r,0.0
PRPPS,7.300003969614686e-11
